timestamp,mains_voltage_rms_v,mains_total_power_w,mains_current_rms_a,mains_power_factor,frequency_hz,cumulative_energy_kwh,cumulative_cost_inr,ac_power_w,fridge_power_w,tv_power_w,pc_power_w,lights_power_w,fan_power_w,washing_machine_power_w,geyser_power_w
2026-03-24T02:57:00Z,230.78,1136.0,5.27,0.934,49.96,3.3795,27.04,1062.5,12.9,1.3,3.3,0.0,56.0,0.0,0.0
2026-03-24T02:58:00Z,230.92,1215.6,5.65,0.931,49.97,3.3998,27.2,1144.1,11.3,1.5,2.6,0.0,56.1,0.0,0.0
2026-03-24T02:59:00Z,230.88,1064.7,4.87,0.946,50.05,3.4175,27.34,991.0,12.8,1.4,2.9,0.0,56.6,0.0,0.0
2026-03-24T03:00:00Z,232.02,1109.0,5.06,0.945,50.04,3.436,27.49,897.2,150.3,1.3,3.1,0.0,57.1,0.0,0.0
2026-03-24T03:01:00Z,230.99,1132.6,5.23,0.937,49.99,3.4549,27.64,925.0,142.6,1.8,2.8,0.0,60.4,0.0,0.0
2026-03-24T03:02:00Z,231.78,1287.7,5.95,0.933,50.04,3.4764,27.81,1079.3,149.4,1.2,2.8,0.0,55.0,0.0,0.0
2026-03-24T03:03:00Z,232.31,1058.0,4.84,0.94,50.04,3.494,27.95,854.2,144.1,1.4,3.0,0.0,55.3,0.0,0.0
2026-03-24T03:04:00Z,232.09,1133.8,5.24,0.932,49.99,3.5129,28.1,928.3,135.4,1.5,3.1,0.0,65.5,0.0,0.0
2026-03-24T03:05:00Z,230.97,1119.7,5.21,0.93,50.01,3.5316,28.25,919.8,139.1,1.4,2.7,0.0,56.7,0.0,0.0
2026-03-24T03:06:00Z,231.79,1194.4,5.48,0.94,49.98,3.5515,28.41,989.3,138.3,1.5,3.2,0.0,62.1,0.0,0.0
2026-03-24T03:07:00Z,232.43,1195.9,5.53,0.931,50.05,3.5714,28.57,999.7,135.0,1.3,2.7,0.0,57.2,0.0,0.0
2026-03-24T03:08:00Z,231.23,1284.2,5.97,0.931,50.0,3.5928,28.74,1068.7,143.5,1.6,3.4,0.0,67.0,0.0,0.0
2026-03-24T03:09:00Z,231.74,1200.0,5.53,0.937,50.02,3.6128,28.9,986.4,145.4,1.3,3.4,0.0,63.5,0.0,0.0
2026-03-24T03:10:00Z,231.14,1123.4,5.18,0.938,49.96,3.6315,29.05,911.9,141.0,1.4,3.0,0.0,66.1,0.0,0.0
2026-03-24T03:11:00Z,231.86,1190.8,5.51,0.932,49.96,3.6514,29.21,981.2,140.0,1.6,3.4,0.0,64.6,0.0,0.0
2026-03-24T03:12:00Z,231.9,1341.7,6.22,0.93,50.02,3.6737,29.39,1135.5,136.7,1.3,3.2,0.0,65.0,0.0,0.0
2026-03-24T03:13:00Z,232.51,1242.8,5.69,0.939,50.04,3.6944,29.56,1024.6,148.2,1.5,3.1,0.0,65.4,0.0,0.0
2026-03-24T03:14:00Z,231.89,1327.5,6.13,0.934,50.05,3.7166,29.73,1120.0,142.2,1.5,3.5,0.0,60.3,0.0,0.0
2026-03-24T03:15:00Z,232.05,1091.3,4.99,0.943,49.95,3.7348,29.88,876.2,146.3,1.2,3.0,0.0,64.6,0.0,0.0
2026-03-24T03:16:00Z,231.84,1067.0,4.91,0.938,49.97,3.7525,30.02,850.4,152.9,1.7,3.3,0.0,58.7,0.0,0.0
2026-03-24T03:17:00Z,231.33,1336.0,6.13,0.942,49.95,3.7748,30.2,1131.9,144.6,1.4,2.8,0.0,55.3,0.0,0.0
2026-03-24T03:18:00Z,231.02,1128.2,5.21,0.937,50.05,3.7936,30.35,914.0,144.5,1.3,2.9,0.0,65.5,0.0,0.0
2026-03-24T03:19:00Z,232.71,1302.3,6.02,0.929,50.0,3.8153,30.52,1090.6,145.4,1.7,2.8,0.0,61.8,0.0,0.0
2026-03-24T03:20:00Z,232.1,962.0,4.42,0.937,49.99,3.8313,30.65,889.7,9.5,1.6,3.4,0.0,57.8,0.0,0.0
2026-03-24T03:21:00Z,232.12,1222.7,5.66,0.93,49.97,3.8517,30.81,1148.4,12.0,1.3,2.9,0.0,58.1,0.0,0.0
2026-03-24T03:22:00Z,232.57,1054.8,4.88,0.93,49.98,3.8693,30.95,970.8,13.0,1.6,3.0,0.0,66.4,0.0,0.0
2026-03-24T03:23:00Z,230.98,983.7,4.56,0.933,50.05,3.8857,31.09,909.4,10.2,1.8,2.9,0.0,59.4,0.0,0.0
2026-03-24T03:24:00Z,232.16,963.4,4.44,0.935,50.03,3.9018,31.21,881.7,10.0,1.3,2.7,0.0,67.7,0.0,0.0
2026-03-24T03:25:00Z,232.25,1056.6,4.87,0.935,50.04,3.9194,31.35,980.0,13.0,1.8,3.0,0.0,58.8,0.0,0.0
2026-03-24T03:26:00Z,231.12,1047.6,4.86,0.932,49.99,3.9368,31.49,970.9,10.0,1.6,2.8,0.0,62.3,0.0,0.0
2026-03-24T03:27:00Z,231.02,1008.1,4.66,0.936,49.99,3.9536,31.63,928.0,10.4,1.3,3.4,0.0,65.0,0.0,0.0
2026-03-24T03:28:00Z,230.99,1111.8,5.18,0.929,50.04,3.9722,31.78,1032.8,13.6,1.6,3.2,0.0,60.6,0.0,0.0
2026-03-24T03:29:00Z,232.51,938.8,4.28,0.943,50.0,3.9878,31.9,861.6,11.0,1.6,2.7,0.0,61.9,0.0,0.0
2026-03-24T03:30:00Z,231.27,1162.9,5.39,0.933,49.96,4.0072,32.06,1078.7,13.0,1.4,3.3,0.0,66.5,0.0,0.0
2026-03-24T03:31:00Z,232.26,1198.3,5.55,0.929,50.03,4.0272,32.22,1120.0,13.7,1.5,3.1,0.0,60.0,0.0,0.0
2026-03-24T03:32:00Z,232.6,1128.5,5.15,0.942,50.0,4.046,32.37,1053.6,12.6,1.2,2.7,0.0,58.4,0.0,0.0
2026-03-24T03:33:00Z,231.46,1024.0,4.72,0.937,50.02,4.063,32.5,952.4,9.8,1.5,3.1,0.0,57.2,0.0,0.0
2026-03-24T03:34:00Z,231.14,1032.3,4.77,0.937,49.97,4.0802,32.64,962.8,9.3,1.6,3.0,0.0,55.6,0.0,0.0
2026-03-24T03:35:00Z,231.44,1019.4,4.76,0.925,50.0,4.0972,32.78,943.6,12.2,1.4,3.0,0.0,59.2,0.0,0.0
2026-03-24T03:36:00Z,232.06,933.6,4.29,0.937,50.03,4.1128,32.9,861.5,11.1,1.7,3.3,0.0,56.0,0.0,0.0
2026-03-24T03:37:00Z,232.83,1179.2,5.41,0.937,49.97,4.1324,33.06,1098.0,12.4,1.6,3.5,0.0,63.7,0.0,0.0
2026-03-24T03:38:00Z,232.36,1129.6,5.17,0.941,50.02,4.1513,33.21,1047.8,10.2,1.2,2.5,0.0,67.9,0.0,0.0
2026-03-24T03:39:00Z,231.1,933.0,4.36,0.927,49.97,4.1668,33.33,856.0,13.8,1.4,2.7,0.0,59.1,0.0,0.0
2026-03-24T03:40:00Z,232.03,1148.8,5.35,0.925,49.98,4.186,33.49,1077.7,9.3,1.3,2.8,0.0,57.7,0.0,0.0
2026-03-24T03:41:00Z,232.06,1213.7,5.61,0.933,49.99,4.2062,33.65,1132.4,13.7,1.4,3.2,0.0,63.0,0.0,0.0
2026-03-24T03:42:00Z,232.17,1148.5,5.34,0.927,49.98,4.2253,33.8,1077.9,10.3,1.3,2.8,0.0,56.2,0.0,0.0
2026-03-24T03:43:00Z,231.51,1159.8,5.32,0.941,50.02,4.2447,33.96,1081.7,9.9,1.2,3.4,0.0,63.6,0.0,0.0
2026-03-24T03:44:00Z,232.68,1061.3,4.91,0.929,49.96,4.2623,34.1,984.3,9.6,1.7,2.7,0.0,63.0,0.0,0.0
2026-03-24T03:45:00Z,232.69,1126.5,5.21,0.929,50.01,4.2811,34.25,913.2,149.7,1.8,3.1,0.0,58.7,0.0,0.0
2026-03-24T03:46:00Z,231.99,1297.5,6.06,0.923,49.99,4.3027,34.42,1072.6,153.2,1.5,2.8,0.0,67.4,0.0,0.0
2026-03-24T03:47:00Z,232.77,1247.3,5.78,0.927,50.04,4.3235,34.59,1029.9,146.4,1.3,2.7,0.0,67.0,0.0,0.0
2026-03-24T03:48:00Z,231.81,1148.5,5.33,0.93,50.02,4.3427,34.74,939.9,138.0,1.7,2.5,0.0,66.4,0.0,0.0
2026-03-24T03:49:00Z,231.65,1267.0,5.87,0.931,50.02,4.3638,34.91,1060.3,135.1,1.4,3.0,0.0,67.2,0.0,0.0
2026-03-24T03:50:00Z,233.09,1111.8,5.1,0.935,50.03,4.3823,35.06,903.1,145.5,1.5,3.3,0.0,58.4,0.0,0.0
2026-03-24T03:51:00Z,231.38,1209.0,5.57,0.938,50.05,4.4025,35.22,1006.0,142.0,1.8,2.9,0.0,56.3,0.0,0.0
2026-03-24T03:52:00Z,232.89,1352.0,6.19,0.938,50.05,4.425,35.4,1146.6,142.3,1.2,2.7,0.0,59.2,0.0,0.0
2026-03-24T03:53:00Z,231.6,1093.3,5.1,0.926,49.96,4.4432,35.55,877.1,144.9,1.2,3.0,0.0,67.1,0.0,0.0
2026-03-24T03:54:00Z,231.51,1290.2,6.01,0.927,49.97,4.4647,35.72,1070.9,151.3,1.6,3.5,0.0,62.9,0.0,0.0
2026-03-24T03:55:00Z,232.55,1340.5,6.13,0.94,50.02,4.4871,35.9,1133.4,141.0,1.4,3.1,0.0,61.6,0.0,0.0
2026-03-24T03:56:00Z,231.84,1114.9,5.13,0.937,50.04,4.5057,36.05,904.9,138.1,1.6,3.2,0.0,67.1,0.0,0.0
2026-03-24T03:57:00Z,232.47,1120.3,5.18,0.93,49.96,4.5243,36.19,917.2,140.0,1.6,3.2,0.0,58.3,0.0,0.0
2026-03-24T03:58:00Z,231.2,1082.0,4.98,0.939,50.03,4.5424,36.34,869.0,150.1,1.6,2.8,0.0,58.5,0.0,0.0
2026-03-24T03:59:00Z,232.1,1082.0,4.96,0.94,49.97,4.5604,36.48,868.3,149.3,1.3,3.0,0.0,60.1,0.0,0.0
2026-03-24T04:00:00Z,232.82,1193.8,5.48,0.936,50.0,4.5803,36.64,984.8,144.6,1.5,2.6,0.0,60.3,0.0,0.0
2026-03-24T04:01:00Z,231.79,1162.1,5.45,0.92,50.02,4.5997,36.8,964.0,135.8,1.6,3.4,0.0,57.3,0.0,0.0
2026-03-24T04:02:00Z,232.89,1242.9,5.78,0.923,50.02,4.6204,36.96,1033.9,140.6,1.5,2.8,0.0,64.1,0.0,0.0
2026-03-24T04:03:00Z,231.84,1264.0,5.82,0.937,50.04,4.6414,37.13,1058.1,138.1,1.3,3.3,0.0,63.2,0.0,0.0
2026-03-24T04:04:00Z,232.46,1129.5,5.23,0.929,49.98,4.6603,37.28,919.5,142.0,1.4,2.9,0.0,63.7,0.0,0.0
2026-03-24T04:05:00Z,232.74,1187.6,5.46,0.934,49.96,4.6801,37.44,1110.8,12.1,1.3,2.7,0.0,60.7,0.0,0.0
2026-03-24T04:06:00Z,232.48,1167.3,5.38,0.934,49.96,4.6995,37.6,1096.7,10.8,1.2,2.6,0.0,56.0,0.0,0.0
2026-03-24T04:07:00Z,231.22,987.2,4.61,0.926,50.03,4.716,37.73,906.6,10.7,1.3,3.5,0.0,65.1,0.0,0.0
2026-03-24T04:08:00Z,232.61,1082.4,4.98,0.935,49.97,4.734,37.87,1008.0,9.2,1.4,2.9,0.0,60.9,0.0,0.0
2026-03-24T04:09:00Z,233.05,946.9,4.34,0.936,50.02,4.7498,38.0,869.2,12.9,1.5,3.5,0.0,59.8,0.0,0.0
2026-03-24T04:10:00Z,231.84,953.2,4.39,0.936,49.98,4.7657,38.13,880.6,10.6,1.5,2.7,0.0,57.8,0.0,0.0
2026-03-24T04:11:00Z,232.49,996.3,4.58,0.936,50.01,4.7823,38.26,918.2,9.4,1.4,2.6,0.0,64.7,0.0,0.0
2026-03-24T04:12:00Z,232.62,1117.3,5.15,0.933,49.96,4.8009,38.41,1042.9,10.8,1.7,3.0,0.0,58.9,0.0,0.0
2026-03-24T04:13:00Z,232.86,935.2,4.29,0.936,50.02,4.8165,38.53,859.1,10.4,1.3,3.5,0.0,60.9,0.0,0.0
2026-03-24T04:14:00Z,233.08,1156.1,5.33,0.93,49.99,4.8358,38.69,1080.9,13.9,1.4,2.6,0.0,57.3,0.0,0.0
2026-03-24T04:15:00Z,232.75,1047.0,4.82,0.934,50.04,4.8532,38.83,966.4,9.2,1.7,3.3,0.0,66.4,0.0,0.0
2026-03-24T04:16:00Z,231.48,1108.4,5.18,0.924,49.95,4.8717,38.97,1026.7,13.6,1.8,3.1,0.0,63.2,0.0,0.0
2026-03-24T04:17:00Z,231.98,1217.7,5.61,0.935,50.03,4.892,39.14,1134.8,11.1,1.7,3.0,0.0,67.1,0.0,0.0
2026-03-24T04:18:00Z,231.66,1186.1,5.57,0.919,50.0,4.9117,39.29,1104.7,12.4,1.4,3.2,0.0,64.4,0.0,0.0
2026-03-24T04:19:00Z,231.41,935.1,4.32,0.936,50.04,4.9273,39.42,861.8,11.2,1.7,2.6,0.0,57.8,0.0,0.0
2026-03-24T04:20:00Z,232.75,1138.7,5.27,0.928,50.01,4.9463,39.57,1060.6,13.2,1.3,2.8,0.0,60.8,0.0,0.0
2026-03-24T04:21:00Z,233.1,1060.8,4.88,0.932,50.0,4.964,39.71,981.4,13.9,1.7,2.5,0.0,61.3,0.0,0.0
2026-03-24T04:22:00Z,231.63,1064.8,4.98,0.923,50.04,4.9817,39.85,981.0,13.8,1.4,3.2,0.0,65.4,0.0,0.0
2026-03-24T04:23:00Z,231.45,1040.7,4.87,0.924,49.96,4.9991,39.99,965.5,12.7,1.8,3.4,0.0,57.3,0.0,0.0
2026-03-24T04:24:00Z,231.65,967.9,4.48,0.933,49.98,5.0152,40.12,886.5,10.9,1.5,2.7,0.0,66.3,0.0,0.0
2026-03-24T04:25:00Z,231.99,1176.5,5.49,0.924,50.01,5.0348,40.28,1099.8,10.5,1.6,2.7,0.0,61.9,0.0,0.0
2026-03-24T04:26:00Z,231.98,1056.1,4.9,0.93,49.97,5.0524,40.42,970.8,13.9,1.6,2.8,0.0,67.0,0.0,0.0
2026-03-24T04:27:00Z,231.87,1125.4,5.28,0.92,49.97,5.0712,40.57,1052.9,10.7,1.5,2.5,0.0,57.8,0.0,0.0
2026-03-24T04:28:00Z,232.98,1041.3,4.8,0.932,49.97,5.0885,40.71,972.6,9.2,1.3,2.6,0.0,55.6,0.0,0.0
2026-03-24T04:29:00Z,232.99,947.8,4.41,0.923,50.02,5.1043,40.83,874.2,11.7,1.2,3.5,0.0,57.2,0.0,0.0
2026-03-24T04:30:00Z,232.11,1117.7,5.16,0.933,50.05,5.123,40.98,915.8,140.0,1.4,3.2,0.0,57.3,0.0,0.0
2026-03-24T04:31:00Z,231.77,1069.3,4.96,0.931,50.03,5.1408,41.13,865.6,140.1,1.5,2.9,0.0,59.2,0.0,0.0
2026-03-24T04:32:00Z,231.33,1138.4,5.26,0.935,49.98,5.1598,41.28,922.8,146.1,1.7,3.4,0.0,64.4,0.0,0.0
2026-03-24T04:33:00Z,231.35,1175.6,5.52,0.921,49.98,5.1793,41.43,963.5,148.2,1.2,3.3,0.0,59.4,0.0,0.0
2026-03-24T04:34:00Z,232.69,1312.9,6.03,0.935,50.03,5.2012,41.61,1109.4,139.0,1.5,2.8,0.0,60.2,0.0,0.0
2026-03-24T04:35:00Z,231.74,1140.0,5.36,0.917,49.96,5.2202,41.76,922.4,154.9,1.2,3.4,0.0,58.1,0.0,0.0
2026-03-24T04:36:00Z,232.45,1106.4,5.1,0.933,49.98,5.2387,41.91,891.4,152.6,1.5,3.1,0.0,57.8,0.0,0.0
2026-03-24T04:37:00Z,232.82,1220.2,5.61,0.934,50.03,5.259,42.07,1018.5,138.0,1.4,3.1,0.0,59.2,0.0,0.0
2026-03-24T04:38:00Z,232.24,1201.3,5.56,0.931,49.98,5.279,42.23,989.7,149.4,1.7,3.2,0.0,57.3,0.0,0.0
2026-03-24T04:39:00Z,231.41,1121.7,5.23,0.927,50.0,5.2977,42.38,908.7,149.8,1.2,3.0,0.0,59.0,0.0,0.0
2026-03-24T04:40:00Z,232.95,1096.4,5.06,0.93,49.98,5.316,42.53,870.5,153.2,1.6,3.3,0.0,67.8,0.0,0.0
2026-03-24T04:41:00Z,232.64,1061.1,4.96,0.919,49.98,5.3337,42.67,858.3,139.9,1.6,2.6,0.0,58.7,0.0,0.0
2026-03-24T04:42:00Z,233.14,1358.9,6.34,0.919,49.96,5.3563,42.85,1143.0,151.1,1.7,3.3,0.0,59.8,0.0,0.0
2026-03-24T04:43:00Z,232.69,1252.4,5.87,0.917,50.0,5.3772,43.02,1049.5,136.9,1.5,2.7,0.0,61.8,0.0,0.0
2026-03-24T04:44:00Z,233.21,1151.2,5.31,0.93,50.01,5.3964,43.17,928.1,151.4,1.2,3.3,0.0,67.2,0.0,0.0
2026-03-24T04:45:00Z,232.53,1207.2,5.64,0.92,49.96,5.4165,43.33,981.7,153.8,1.2,2.5,0.0,68.0,0.0,0.0
2026-03-24T04:46:00Z,232.9,1220.7,5.68,0.922,50.01,5.4369,43.49,1019.5,135.2,1.8,2.9,0.0,61.3,0.0,0.0
2026-03-24T04:47:00Z,231.76,1207.1,5.59,0.932,50.02,5.457,43.66,994.9,149.3,1.8,2.6,0.0,58.5,0.0,0.0
2026-03-24T04:48:00Z,232.85,1089.2,5.05,0.927,50.05,5.4751,43.8,873.7,146.8,1.3,3.0,0.0,64.4,0.0,0.0
2026-03-24T04:49:00Z,232.13,1112.9,5.2,0.922,50.03,5.4937,43.95,893.5,151.0,1.3,3.4,0.0,63.7,0.0,0.0
2026-03-24T04:50:00Z,232.55,983.1,4.56,0.927,50.03,5.5101,44.08,897.1,13.5,1.5,3.0,0.0,68.0,0.0,0.0
2026-03-24T04:51:00Z,231.56,1107.2,5.22,0.916,50.01,5.5285,44.23,1024.1,12.1,1.5,3.0,0.0,66.5,0.0,0.0
2026-03-24T04:52:00Z,233.3,1005.5,4.72,0.914,49.98,5.5453,44.36,926.9,13.1,1.6,2.8,0.0,61.1,0.0,0.0
2026-03-24T04:53:00Z,231.99,1166.5,5.44,0.925,49.99,5.5647,44.52,1082.5,11.7,1.8,3.4,0.0,67.1,0.0,0.0
2026-03-24T04:54:00Z,232.06,1206.6,5.63,0.923,50.03,5.5848,44.68,1131.2,10.1,1.2,3.1,0.0,61.0,0.0,0.0
2026-03-24T04:55:00Z,231.75,1156.0,5.35,0.933,50.03,5.6041,44.83,1077.8,9.6,1.5,3.0,0.0,64.1,0.0,0.0
2026-03-24T04:56:00Z,231.87,1219.8,5.67,0.927,49.97,5.6244,45.0,1139.7,9.9,1.4,2.6,0.0,66.2,0.0,0.0
2026-03-24T04:57:00Z,231.52,1213.5,5.72,0.916,50.01,5.6446,45.16,1138.0,11.2,1.5,3.3,0.0,59.5,0.0,0.0
2026-03-24T04:58:00Z,231.41,1087.2,5.12,0.917,50.02,5.6628,45.3,1010.6,12.3,1.4,2.5,0.0,60.4,0.0,0.0
2026-03-24T04:59:00Z,231.74,1171.4,5.42,0.932,50.04,5.6823,45.46,1095.4,11.2,1.7,2.9,0.0,60.2,0.0,0.0
2026-03-24T05:00:00Z,232.83,1025.8,4.81,0.916,50.02,5.6994,45.6,947.4,9.2,1.5,3.1,0.0,64.6,0.0,0.0
2026-03-24T05:01:00Z,231.89,960.4,4.53,0.914,49.97,5.7154,45.72,875.4,12.6,1.3,3.4,0.0,67.7,0.0,0.0
2026-03-24T05:02:00Z,231.76,1065.1,4.97,0.924,49.99,5.7331,45.87,989.7,10.5,1.6,3.5,0.0,59.8,0.0,0.0
2026-03-24T05:03:00Z,232.08,1007.7,4.69,0.925,50.04,5.7499,46.0,935.2,12.6,1.4,3.3,0.0,55.2,0.0,0.0
2026-03-24T05:04:00Z,232.54,1096.6,5.13,0.919,50.04,5.7682,46.15,1018.8,12.6,1.6,3.1,0.0,60.5,0.0,0.0
2026-03-24T05:05:00Z,233.3,996.7,4.58,0.932,49.98,5.7848,46.28,920.2,13.2,1.5,3.1,0.0,58.7,0.0,0.0
2026-03-24T05:06:00Z,231.89,974.0,4.57,0.919,49.95,5.8011,46.41,902.2,11.6,1.3,2.7,0.0,56.2,0.0,0.0
2026-03-24T05:07:00Z,231.54,952.7,4.41,0.932,50.0,5.8169,46.54,881.3,11.6,1.4,3.2,0.0,55.2,0.0,0.0
2026-03-24T05:08:00Z,232.44,1107.4,5.17,0.921,49.96,5.8354,46.68,1033.1,9.3,1.5,3.5,0.0,60.0,0.0,0.0
2026-03-24T05:09:00Z,233.35,1169.8,5.48,0.914,50.01,5.8549,46.84,1089.8,9.6,1.7,2.9,0.0,65.8,0.0,0.0
2026-03-24T05:10:00Z,232.39,955.0,4.45,0.923,49.97,5.8708,46.97,879.5,11.4,1.8,3.2,0.0,59.1,0.0,0.0
2026-03-24T05:11:00Z,232.53,1181.0,5.53,0.918,49.97,5.8905,47.12,1110.5,9.9,1.3,3.4,0.0,55.9,0.0,0.0
2026-03-24T05:12:00Z,232.19,1001.0,4.7,0.918,49.98,5.9072,47.26,919.0,10.8,1.4,3.0,0.0,66.8,0.0,0.0
2026-03-24T05:13:00Z,232.6,936.7,4.38,0.919,49.98,5.9228,47.38,852.7,13.8,1.7,2.9,0.0,65.6,0.0,0.0
2026-03-24T05:14:00Z,233.08,1062.1,4.96,0.919,49.97,5.9405,47.52,990.9,9.2,1.3,2.7,0.0,58.0,0.0,0.0
2026-03-24T05:15:00Z,233.13,1073.6,5.04,0.914,49.96,5.9584,47.67,857.4,143.9,1.5,3.4,0.0,67.4,0.0,0.0
2026-03-24T05:16:00Z,232.99,1347.2,6.32,0.915,50.0,5.9808,47.85,1148.5,135.2,1.5,2.9,0.0,59.1,0.0,0.0
2026-03-24T05:17:00Z,232.25,1080.2,5.07,0.918,50.04,5.9988,47.99,859.6,151.2,1.5,3.2,0.0,64.7,0.0,0.0
2026-03-24T05:18:00Z,233.08,1295.0,6.05,0.919,50.04,6.0204,48.16,1081.8,152.1,1.3,2.8,0.0,57.0,0.0,0.0
2026-03-24T05:19:00Z,232.07,1254.8,5.93,0.912,49.97,6.0413,48.33,1032.9,153.8,1.8,3.1,0.0,63.2,0.0,0.0
2026-03-24T05:20:00Z,232.8,1356.0,6.39,0.912,49.98,6.0639,48.51,1143.9,146.2,1.4,3.3,0.0,61.2,0.0,0.0
2026-03-24T05:21:00Z,233.33,1263.4,5.9,0.918,50.05,6.085,48.68,1054.0,142.5,1.7,2.9,0.0,62.3,0.0,0.0
2026-03-24T05:22:00Z,233.43,1070.4,5.02,0.913,50.0,6.1028,48.82,860.0,143.4,1.3,2.6,0.0,63.1,0.0,0.0
2026-03-24T05:23:00Z,231.71,1260.5,5.89,0.923,49.95,6.1238,48.99,1043.8,147.3,1.4,2.9,0.0,65.1,0.0,0.0
2026-03-24T05:24:00Z,232.33,1103.1,5.1,0.931,50.04,6.1422,49.14,891.4,140.1,1.2,3.3,0.0,67.1,0.0,0.0
2026-03-24T05:25:00Z,232.39,1135.5,5.28,0.926,50.03,6.1611,49.29,921.8,148.3,1.5,2.7,0.0,61.2,0.0,0.0
2026-03-24T05:26:00Z,232.5,1255.6,5.87,0.92,50.01,6.1821,49.46,1055.1,136.2,1.5,3.5,0.0,59.3,0.0,0.0
2026-03-24T05:27:00Z,232.85,1335.3,6.18,0.928,50.04,6.2043,49.63,1119.6,153.1,1.5,2.8,0.0,58.3,0.0,0.0
2026-03-24T05:28:00Z,233.45,1165.5,5.41,0.922,50.02,6.2238,49.79,963.6,136.3,1.2,3.2,0.0,61.2,0.0,0.0
2026-03-24T05:29:00Z,232.09,1273.9,5.95,0.922,50.01,6.245,49.96,1065.1,144.5,1.6,3.2,0.0,59.5,0.0,0.0
2026-03-24T05:30:00Z,231.95,1162.6,5.43,0.923,49.96,6.2644,50.11,950.5,142.7,1.2,3.4,0.0,64.8,0.0,0.0
2026-03-24T05:31:00Z,232.03,1324.8,6.17,0.925,49.99,6.2864,50.29,1119.9,143.8,1.6,3.0,0.0,56.5,0.0,0.0
2026-03-24T05:32:00Z,231.82,1246.4,5.83,0.923,49.97,6.3072,50.46,1042.4,138.1,1.6,3.0,0.0,61.3,0.0,0.0
2026-03-24T05:33:00Z,231.83,1162.2,5.4,0.928,50.05,6.3266,50.61,966.3,135.7,1.4,3.0,0.0,55.8,0.0,0.0
2026-03-24T05:34:00Z,232.66,1314.4,6.19,0.913,50.0,6.3485,50.79,1103.7,143.9,1.6,3.0,0.0,62.2,0.0,0.0
2026-03-24T05:35:00Z,232.63,1148.7,5.36,0.921,49.96,6.3676,50.94,1065.8,10.6,1.5,3.2,0.0,67.6,0.0,0.0
2026-03-24T05:36:00Z,232.46,991.2,4.61,0.925,49.95,6.3842,51.07,913.7,10.8,1.3,2.9,0.0,62.5,0.0,0.0
2026-03-24T05:37:00Z,233.1,1013.6,4.72,0.922,50.03,6.4011,51.21,932.9,9.8,1.7,2.9,0.0,66.3,0.0,0.0
2026-03-24T05:38:00Z,232.8,1082.3,5.1,0.912,50.01,6.4191,51.35,998.7,13.0,1.6,3.5,0.0,65.5,0.0,0.0
2026-03-24T05:39:00Z,231.72,1006.8,4.71,0.923,49.99,6.4359,51.49,935.5,9.3,1.8,3.2,0.0,57.0,0.0,0.0
2026-03-24T05:40:00Z,232.53,1093.4,5.14,0.914,50.01,6.4541,51.63,1020.0,12.5,1.6,3.5,0.0,55.8,0.0,0.0
2026-03-24T05:41:00Z,233.33,1155.5,5.37,0.922,50.03,6.4734,51.79,1075.0,12.3,1.7,3.1,0.0,63.4,0.0,0.0
2026-03-24T05:42:00Z,233.19,1183.3,5.57,0.911,50.03,6.4931,51.94,1109.3,10.4,1.8,2.9,0.0,58.9,0.0,0.0
2026-03-24T05:43:00Z,231.52,1187.1,5.58,0.919,49.97,6.5129,52.1,1113.9,9.0,1.2,3.3,0.0,59.7,0.0,0.0
2026-03-24T05:44:00Z,232.77,1095.0,5.08,0.926,49.97,6.5311,52.25,1017.1,10.5,1.7,2.5,0.0,63.2,0.0,0.0
2026-03-24T05:45:00Z,233.16,983.1,4.55,0.927,49.96,6.5475,52.38,901.0,12.9,1.6,2.9,0.0,64.7,0.0,0.0
2026-03-24T05:46:00Z,233.17,939.4,4.39,0.917,49.99,6.5631,52.51,857.2,11.1,1.5,3.1,0.0,66.5,0.0,0.0
2026-03-24T05:47:00Z,233.12,1200.1,5.62,0.916,50.04,6.5832,52.67,1129.8,10.6,1.7,2.6,0.0,55.4,0.0,0.0
2026-03-24T05:48:00Z,232.15,1095.7,5.1,0.926,50.04,6.6014,52.81,1012.1,12.4,1.5,3.0,0.0,66.7,0.0,0.0
2026-03-24T05:49:00Z,233.49,1010.0,4.74,0.912,49.96,6.6182,52.95,926.6,11.1,1.7,3.5,0.0,67.1,0.0,0.0
2026-03-24T05:50:00Z,233.42,1204.1,5.61,0.92,50.04,6.6383,53.11,1120.5,11.9,1.5,3.1,0.0,67.1,0.0,0.0
2026-03-24T05:51:00Z,232.82,1026.4,4.76,0.927,49.99,6.6554,53.24,950.7,11.2,1.5,3.1,0.0,59.9,0.0,0.0
2026-03-24T05:52:00Z,231.69,1114.8,5.2,0.925,49.96,6.674,53.39,1034.2,13.3,1.2,3.3,0.0,62.8,0.0,0.0
2026-03-24T05:53:00Z,232.82,1039.1,4.82,0.925,50.0,6.6913,53.53,957.9,10.6,1.5,3.4,0.0,65.7,0.0,0.0
2026-03-24T05:54:00Z,231.74,1138.1,5.37,0.915,50.04,6.7103,53.68,1059.6,13.4,1.2,2.8,0.0,61.1,0.0,0.0
2026-03-24T05:55:00Z,231.59,1003.2,4.7,0.922,49.97,6.727,53.82,920.1,10.9,1.6,2.7,0.0,67.9,0.0,0.0
